x,y
0.0,0.3587093545
0.49748743718592964,0.777856379668258
0.9949748743718593,0.8664915279105729
1.4924623115577889,0.49825591025196525
1.9899497487437185,0.3885286739602658
2.487437185929648,1.1700583672300582
2.9849246231155777,2.2025596043213325
3.4824120603015074,2.8452855331247813
3.979899497487437,3.9367912667635903
4.477386934673366,6.164970273643731
4.974874371859296,7.70844445790334
5.472361809045226,6.798286293038957
5.969849246231155,5.205775510430473
6.467336683417085,5.164539859316733
6.964824120603015,6.186635862275342
7.4623115577889445,7.029137746954436
7.959798994974874,6.748595002329484
8.457286432160803,5.003651425560146
8.954773869346733,4.052876986999445
9.452261306532662,6.127429870491202
9.949748743718592,8.96363919354559
10.447236180904522,9.722496229682543
10.944723618090451,10.434623272292363
11.442211055276381,13.773585320826196
11.93969849246231,16.812640347157178
12.43718592964824,15.787071454287183
12.93467336683417,13.333493275149785
13.4321608040201,13.544464597426467
13.92964824120603,15.534741826317424
14.42713567839196,16.87935620537041
14.924623115577889,16.970846136758233
15.422110552763819,16.13171256000174
15.919597989949748,16.2015835074501
16.417085427135678,19.024821612605272
16.914572864321606,22.603188262325705
17.412060301507537,23.9822000367793
17.909547738693465,24.184868292060433
18.407035175879397,25.40694255640605
18.904522613065325,26.536513336903177
19.402010050251256,25.645222736645447
19.899497487437184,25.07984546887792
20.396984924623116,28.205180295931825
20.894472361809044,32.01603007778679
21.391959798994975,31.590200994156923
21.889447236180903,29.352857074971062
22.386934673366834,30.456207746834956
22.884422110552762,34.622890413240974
23.381909547738694,39.04899789900752
23.87939698492462,41.50222254448985
24.376884422110553,40.48060547368727
24.87437185929648,38.23705690264183
25.371859296482413,38.467237629202124
25.86934673366834,40.93375965892973
26.366834170854272,43.511411104724615
26.8643216080402,45.50028836704798
27.36180904522613,46.94944783477858
27.85929648241206,47.7272149669714
28.35678391959799,47.74165759469508
28.85427135678392,48.287812657201854
29.35175879396985,51.11270779859442
29.849246231155778,54.65133120850963
30.34673366834171,55.837819787168414
30.844221105527637,55.97734645586155
31.34170854271357,58.543071058649375
31.839195979899497,62.22273759585087
32.336683417085425,63.23765921799475
32.834170854271356,63.14112720315189
33.33165829145729,66.33940840389893
33.82914572864321,71.22465715856394
34.32663316582914,72.75411861057219
34.824120603015075,71.59572665034032
35.321608040201006,71.97487568468188
35.81909547738693,74.79617937298192
36.31658291457286,78.63690624406574
36.814070351758794,81.77267052194168
37.311557788944725,82.51576507411369
37.80904522613065,82.10216199478397
38.30653266331658,83.67004207870184
38.80402010050251,87.58794036644996
39.301507537688444,92.13484341442714
39.79899497487437,95.36025099611673
40.2964824120603,95.41887972725911
40.79396984924623,94.14719386087833
41.29145728643216,95.9488921609853
41.78894472361809,100.55433874467266
42.28643216080402,104.10905086367043
42.78391959798995,106.10536125188096
43.28140703517588,108.72717505736723
43.778894472361806,111.81472137554726
44.27638190954774,113.29254462552994
44.77386934673367,113.34016567360547
45.2713567839196,114.078606597443
45.768844221105525,116.49074893704937
46.266331658291456,120.44783934387347
46.76381909547739,124.95939664517715
47.26130653266332,128.35728326547817
47.75879396984924,130.46640913103303
48.256281407035175,132.5027441608259
48.753768844221106,135.03910909082168
49.25125628140703,137.96173694282635
49.74874371859296,140.7774207556487
